年齡,工作,婚姻,學歷,聯絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
33.0,技術員,已婚,專科,手機,144.0,6,93.91799999999999,-42.7,從未
35.0,主管,單身,高中,市話,150.0,1,93.994,-36.4,從未
46.0,技術員,離婚,專科,手機,387.0,5,93.91799999999999,-42.7,偶爾
45.0,服務業,單身,高中,手機,670.0,1,93.2,-42.0,偶爾
51.0,技術員,離婚,專科,手機,579.0,2,93.075,-47.1,頻繁
56.0,服務業,已婚,高中,手機,170.0,2,93.444,-36.1,頻繁
39.0,技術員,已婚,專科,市話,87.0,8,93.91799999999999,-42.7,頻繁
39.0,經理,已婚,大學,手機,206.0,7,94.199,-37.5,從未
35.0,家管,已婚,小學,市話,91.0,2,93.994,-36.4,一次
25.0,學生,單身,大學,手機,539.0,1,93.075,-47.1,從未
32.0,企業家,已婚,小學,手機,111.0,1,93.2,-42.0,頻繁
59.0,退休,離婚,專科,市話,8.0,1,94.055,-39.8,一次
35.0,主管,已婚,大學,市話,161.0,2,93.994,-36.4,頻繁
44.0,家管,已婚,小學,手機,31.0,1,92.89299999999999,-46.2,偶爾
43.0,服務業,已婚,高中,手機,710.0,1,93.91799999999999,-42.7,一次
45.0,主管,已婚,國中,市話,29.0,1,93.994,-36.4,一次
21.0,主管,單身,高中,手機,122.0,1,93.075,-47.1,偶爾
71.0,退休,已婚,專科,市話,383.0,1,92.649,-30.1,一次
48.0,技術員,已婚,國中,手機,119.0,5,93.91799999999999,-42.7,一次
28.0,學生,單身,高中,手機,97.0,2,92.89299999999999,-46.2,偶爾
39.0,退休,單身,高中,市話,109.0,4,93.994,-36.4,偶爾
33.0,技術員,單身,專科,手機,148.0,2,93.075,-47.1,頻繁
54.0,服務業,已婚,高中,手機,250.0,1,93.444,-36.1,從未
36.0,主管,已婚,高中,手機,141.0,2,93.2,-42.0,一次
46.0,家管,已婚,小學,市話,220.0,2,93.91799999999999,-42.7,從未
27.0,主管,單身,大學,市話,86.0,9,93.91799999999999,-42.7,偶爾
56.0,退休,已婚,國中,手機,120.0,1,93.91799999999999,-42.7,一次
50.0,家管,離婚,小學,市話,339.0,1,93.994,-36.4,偶爾
56.0,藍領,已婚,小學,市話,137.0,1,93.994,-36.4,從未
47.0,技術員,已婚,專科,手機,18.0,15,93.444,-36.1,一次
60.0,家管,已婚,小學,手機,229.0,1,92.469,-33.6,偶爾
32.0,主管,已婚,大學,手機,402.0,1,92.89299999999999,-46.2,一次
45.0,藍領,已婚,國中,手機,160.0,1,93.444,-36.1,偶爾
24.0,藍領,單身,未知,手機,39.0,17,93.91799999999999,-42.7,從未
34.0,藍領,已婚,專科,市話,38.0,1,94.465,-41.8,一次
29.0,經理,單身,大學,手機,73.0,1,93.2,-42.0,頻繁
30.0,主管,單身,大學,手機,214.0,3,92.963,-40.8,偶爾
65.0,退休,單身,大學,手機,88.0,2,92.649,-30.1,偶爾
71.0,退休,已婚,小學,手機,353.0,1,92.431,-26.9,頻繁
34.0,技術員,已婚,國中,手機,103.0,1,92.89299999999999,-46.2,偶爾
37.0,主管,已婚,國中,手機,24.0,7,92.89299999999999,-46.2,一次
88.0,退休,已婚,大學,手機,401.0,1,92.20100000000001,-31.4,偶爾
34.0,藍領,已婚,專科,市話,190.0,1,94.465,-41.8,頻繁
50.0,藍領,已婚,專科,手機,45.0,8,93.444,-36.1,頻繁
36.0,技術員,已婚,高中,市話,46.0,2,93.2,-42.0,從未
60.0,主管,已婚,未知,手機,290.0,1,92.431,-26.9,頻繁
32.0,經理,單身,大學,市話,12.0,3,94.465,-41.8,偶爾
52.0,藍領,已婚,國中,手機,185.0,1,92.89299999999999,-46.2,偶爾
45.0,藍領,已婚,未知,手機,194.0,2,93.444,-36.1,頻繁
28.0,藍領,已婚,國中,市話,208.0,1,93.994,-36.4,一次
47.0,技術員,已婚,高中,手機,111.0,2,93.444,-36.1,頻繁
40.0,服務業,已婚,高中,市話,141.0,9,93.994,-36.4,頻繁
70.0,家管,離婚,小學,手機,161.0,1,92.37899999999999,-29.8,頻繁
35.0,服務業,已婚,高中,手機,63.0,1,93.444,-36.1,從未
59.0,退休,已婚,專科,市話,125.0,2,93.994,-36.4,一次
51.0,主管,已婚,大學,手機,281.0,3,94.055,-39.8,從未
38.0,主管,單身,大學,市話,153.0,4,93.994,-36.4,一次
26.0,藍領,已婚,國中,手機,152.0,1,92.89299999999999,-46.2,從未
26.0,學生,單身,國中,手機,78.0,4,92.84299999999999,-50.0,頻繁
35.0,技術員,已婚,專科,手機,882.0,4,93.444,-36.1,偶爾
28.0,藍領,單身,國中,手機,333.0,2,93.075,-47.1,頻繁
26.0,學生,單身,高中,市話,209.0,1,94.601,-49.5,從未
56.0,退休,已婚,小學,手機,881.0,4,93.444,-36.1,從未
47.0,藍領,離婚,國中,手機,16.0,8,92.89299999999999,-46.2,一次
42.0,主管,已婚,大學,手機,370.0,5,92.89299999999999,-46.2,一次
49.0,藍領,單身,小學,手機,121.0,1,93.91799999999999,-42.7,頻繁
57.0,退休,已婚,大學,手機,497.0,2,92.20100000000001,-31.4,頻繁
34.0,技術員,已婚,專科,市話,388.0,2,93.994,-36.4,偶爾
41.0,主管,離婚,高中,市話,204.0,2,94.465,-41.8,頻繁
57.0,藍領,已婚,小學,手機,61.0,4,93.91799999999999,-42.7,頻繁
44.0,藍領,已婚,國中,市話,247.0,3,93.994,-36.4,一次
43.0,無業,離婚,國中,手機,265.0,4,93.91799999999999,-42.7,從未
29.0,企業家,已婚,專科,手機,462.0,2,93.91799999999999,-42.7,一次
27.0,主管,已婚,高中,手機,116.0,1,92.649,-30.1,一次
33.0,主管,離婚,大學,市話,128.0,1,93.994,-36.4,偶爾
39.0,技術員,單身,專科,手機,189.0,1,92.89299999999999,-46.2,頻繁
22.0,服務業,單身,高中,手機,224.0,1,93.075,-47.1,從未
37.0,技術員,已婚,專科,手機,95.0,1,93.444,-36.1,偶爾
48.0,自僱人士,已婚,大學,手機,135.0,1,92.20100000000001,-31.4,偶爾
36.0,服務業,已婚,國中,市話,64.0,1,93.994,-36.4,偶爾
48.0,主管,離婚,高中,市話,314.0,1,94.465,-41.8,從未
23.0,主管,單身,高中,手機,220.0,1,93.91799999999999,-42.7,頻繁
39.0,藍領,單身,國中,手機,340.0,1,93.075,-47.1,偶爾
29.0,技術員,單身,大學,手機,176.0,1,92.963,-40.8,一次
26.0,藍領,已婚,國中,市話,295.0,1,93.994,-36.4,頻繁
30.0,服務業,已婚,未知,市話,93.0,2,94.465,-41.8,從未
58.0,主管,已婚,大學,手機,353.0,2,92.89299999999999,-46.2,偶爾
33.0,技術員,已婚,專科,市話,171.0,1,93.79799999999999,-40.4,一次
57.0,藍領,已婚,專科,手機,244.0,2,93.2,-42.0,一次
25.0,藍領,單身,小學,市話,107.0,19,94.465,-41.8,偶爾
43.0,無業,已婚,小學,手機,117.0,2,92.89299999999999,-46.2,頻繁
58.0,家管,已婚,小學,手機,91.0,1,92.89299999999999,-46.2,偶爾
30.0,經理,已婚,國中,市話,68.0,9,93.994,-36.4,偶爾
46.0,藍領,已婚,小學,手機,492.0,3,93.444,-36.1,偶爾
17.0,學生,單身,國中,手機,92.0,3,92.20100000000001,-31.4,從未
40.0,主管,離婚,國中,手機,481.0,3,93.91799999999999,-42.7,偶爾
32.0,主管,單身,大學,市話,188.0,2,93.994,-36.4,偶爾
32.0,經理,已婚,大學,手機,73.0,1,93.444,-36.1,從未
60.0,退休,已婚,國中,市話,384.0,5,93.075,-47.1,從未
45.0,主管,離婚,國中,市話,8.0,1,94.027,-38.3,頻繁
42.0,主管,單身,大學,手機,401.0,2,93.91799999999999,-42.7,頻繁
24.0,經理,單身,大學,手機,45.0,4,92.89299999999999,-46.2,偶爾
30.0,服務業,單身,高中,市話,97.0,2,93.994,-36.4,從未
26.0,無業,單身,大學,手機,136.0,3,93.075,-47.1,頻繁
31.0,主管,已婚,大學,手機,232.0,2,94.199,-37.5,一次
37.0,服務業,已婚,高中,手機,91.0,2,92.469,-33.6,從未
53.0,服務業,離婚,國中,手機,121.0,2,93.91799999999999,-42.7,一次
38.0,藍領,已婚,國中,市話,151.0,3,94.465,-41.8,偶爾
43.0,主管,已婚,高中,手機,140.0,3,92.89299999999999,-46.2,頻繁
32.0,自僱人士,單身,大學,市話,93.0,4,93.2,-42.0,一次
33.0,技術員,單身,專科,手機,377.0,1,92.89299999999999,-46.2,從未
53.0,主管,單身,國中,市話,63.0,1,94.465,-41.8,從未
31.0,家管,已婚,高中,市話,480.0,10,93.994,-36.4,頻繁
34.0,技術員,單身,大學,手機,120.0,3,93.91799999999999,-42.7,從未
49.0,經理,已婚,大學,手機,387.0,1,93.075,-47.1,一次
31.0,服務業,已婚,大學,手機,88.0,1,93.444,-36.1,一次
31.0,主管,已婚,大學,手機,170.0,1,93.075,-47.1,偶爾
52.0,藍領,已婚,未知,市話,60.0,3,94.465,-41.8,偶爾
28.0,主管,單身,大學,市話,249.0,5,94.465,-41.8,從未
39.0,服務業,已婚,高中,市話,32.0,9,94.465,-41.8,頻繁
47.0,經理,已婚,大學,手機,107.0,2,93.2,-42.0,偶爾
37.0,藍領,已婚,小學,市話,45.0,13,93.994,-36.4,從未
42.0,主管,已婚,大學,手機,68.0,2,93.444,-36.1,偶爾
31.0,主管,單身,高中,市話,289.0,8,92.89299999999999,-46.2,偶爾
31.0,經理,已婚,大學,手機,551.0,2,93.444,-36.1,偶爾
21.0,服務業,單身,高中,手機,344.0,3,93.91799999999999,-42.7,一次
53.0,主管,已婚,大學,手機,110.0,1,92.713,-33.0,偶爾
31.0,技術員,已婚,專科,手機,160.0,1,93.075,-47.1,偶爾
38.0,家管,已婚,國中,市話,153.0,4,93.994,-36.4,一次
54.0,服務業,已婚,未知,市話,270.0,1,93.994,-36.4,偶爾
49.0,經理,已婚,大學,手機,185.0,1,92.649,-30.1,偶爾
38.0,主管,單身,大學,手機,115.0,1,92.37899999999999,-29.8,偶爾
34.0,主管,已婚,大學,手機,247.0,1,92.89299999999999,-46.2,頻繁
51.0,經理,離婚,大學,手機,154.0,3,92.89299999999999,-46.2,偶爾
35.0,經理,已婚,專科,市話,373.0,1,93.994,-36.4,偶爾
35.0,主管,已婚,大學,手機,166.0,5,93.444,-36.1,偶爾
37.0,服務業,已婚,高中,手機,87.0,2,92.89299999999999,-46.2,從未
56.0,主管,離婚,未知,市話,134.0,1,93.994,-36.4,頻繁
20.0,藍領,單身,國中,手機,42.0,7,92.89299999999999,-46.2,從未
30.0,藍領,單身,國中,市話,117.0,1,93.2,-42.0,偶爾
36.0,藍領,已婚,國中,手機,8.0,6,92.89299999999999,-46.2,一次
30.0,服務業,單身,未知,市話,154.0,1,93.994,-36.4,一次
43.0,主管,單身,高中,手機,212.0,1,92.37899999999999,-29.8,從未
53.0,服務業,已婚,國中,手機,157.0,4,92.89299999999999,-46.2,一次
46.0,技術員,已婚,專科,手機,144.0,2,92.37899999999999,-29.8,偶爾
34.0,技術員,已婚,專科,手機,82.0,4,93.444,-36.1,偶爾
56.0,經理,已婚,大學,手機,52.0,1,93.2,-42.0,從未
39.0,經理,單身,國中,市話,33.0,1,93.2,-42.0,從未
52.0,家管,已婚,大學,手機,137.0,1,93.91799999999999,-42.7,一次
59.0,退休,已婚,大學,市話,484.0,1,94.465,-41.8,從未
38.0,自僱人士,已婚,國中,手機,1329.0,1,93.444,-36.1,偶爾
36.0,家管,已婚,國中,手機,55.0,3,93.444,-36.1,偶爾
38.0,主管,單身,高中,手機,133.0,1,93.2,-42.0,從未
34.0,主管,已婚,大學,市話,103.0,2,93.994,-36.4,偶爾
36.0,藍領,已婚,國中,市話,58.0,7,93.994,-36.4,偶爾
26.0,技術員,已婚,專科,市話,345.0,2,93.994,-36.4,從未
44.0,主管,單身,國中,手機,50.0,5,93.91799999999999,-42.7,頻繁
28.0,技術員,單身,大學,手機,96.0,2,93.91799999999999,-42.7,一次
47.0,主管,已婚,國中,市話,9.0,7,94.465,-41.8,一次
45.0,藍領,已婚,國中,市話,93.0,1,94.465,-41.8,從未
57.0,服務業,離婚,高中,手機,71.0,1,93.444,-36.1,頻繁
55.0,主管,已婚,高中,手機,700.0,1,93.91799999999999,-42.7,從未
47.0,藍領,已婚,小學,市話,168.0,1,94.465,-41.8,偶爾
55.0,企業家,已婚,專科,手機,243.0,2,93.91799999999999,-42.7,頻繁
33.0,藍領,已婚,國中,市話,161.0,1,94.465,-41.8,一次
37.0,主管,單身,高中,市話,301.0,1,94.601,-49.5,一次
36.0,無業,離婚,高中,手機,68.0,1,93.2,-42.0,偶爾
29.0,主管,單身,大學,手機,6.0,14,93.91799999999999,-42.7,頻繁
48.0,服務業,已婚,國中,手機,131.0,1,93.444,-36.1,從未
51.0,家管,已婚,小學,手機,130.0,2,94.601,-49.5,頻繁
35.0,服務業,已婚,高中,手機,436.0,2,93.91799999999999,-42.7,偶爾
40.0,主管,已婚,專科,手機,203.0,6,93.91799999999999,-42.7,偶爾
55.0,藍領,已婚,國中,手機,236.0,1,93.2,-42.0,偶爾
33.0,主管,已婚,大學,手機,130.0,1,93.444,-36.1,頻繁
48.0,服務業,已婚,高中,手機,113.0,1,92.89299999999999,-46.2,頻繁
36.0,主管,已婚,大學,手機,111.0,1,93.444,-36.1,偶爾
34.0,經理,已婚,大學,手機,470.0,1,93.2,-42.0,一次
34.0,主管,已婚,大學,手機,388.0,2,93.444,-36.1,從未
35.0,技術員,已婚,大學,手機,35.0,10,93.444,-36.1,頻繁
43.0,企業家,已婚,小學,市話,116.0,1,93.994,-36.4,從未
24.0,學生,已婚,大學,手機,114.0,1,93.91799999999999,-42.7,一次
30.0,技術員,未知,大學,手機,131.0,2,94.601,-49.5,一次
30.0,學生,單身,未知,手機,176.0,1,93.075,-47.1,從未
32.0,主管,單身,大學,手機,159.0,1,93.444,-36.1,頻繁
42.0,藍領,已婚,國中,手機,172.0,1,92.89299999999999,-46.2,從未
36.0,主管,已婚,高中,手機,119.0,1,92.89299999999999,-46.2,偶爾
40.0,藍領,單身,國中,手機,824.0,5,93.91799999999999,-42.7,頻繁
31.0,服務業,單身,高中,市話,953.0,1,94.465,-41.8,偶爾
46.0,經理,已婚,大學,手機,205.0,6,93.2,-42.0,頻繁
27.0,主管,單身,國中,手機,81.0,2,93.91799999999999,-42.7,一次
60.0,技術員,離婚,專科,市話,390.0,1,93.994,-36.4,一次
31.0,技術員,已婚,專科,手機,80.0,1,92.89299999999999,-46.2,頻繁
31.0,技術員,單身,大學,手機,244.0,1,93.2,-42.0,從未
27.0,藍領,單身,小學,手機,206.0,1,92.89299999999999,-46.2,偶爾
34.0,主管,已婚,國中,市話,252.0,3,94.465,-41.8,偶爾
29.0,技術員,單身,高中,手機,158.0,1,93.876,-40.0,從未
34.0,無業,單身,高中,市話,127.0,8,92.89299999999999,-46.2,一次
43.0,主管,離婚,國中,市話,73.0,3,93.994,-36.4,從未
30.0,服務業,離婚,國中,市話,126.0,2,93.994,-36.4,偶爾
48.0,服務業,已婚,小學,手機,119.0,2,93.444,-36.1,頻繁
33.0,藍領,已婚,國中,市話,141.0,3,93.994,-36.4,一次
52.0,藍領,單身,國中,市話,202.0,1,93.994,-36.4,從未
27.0,服務業,已婚,高中,市話,584.0,1,93.91799999999999,-42.7,頻繁
32.0,藍領,已婚,小學,市話,489.0,5,94.465,-41.8,頻繁
35.0,主管,已婚,大學,手機,300.0,1,92.431,-26.9,偶爾
33.0,無業,單身,大學,市話,89.0,1,92.963,-40.8,頻繁
54.0,退休,已婚,國中,手機,148.0,1,93.91799999999999,-42.7,從未
31.0,服務業,已婚,高中,市話,102.0,2,93.994,-36.4,偶爾
34.0,無業,單身,大學,手機,401.0,1,94.055,-39.8,一次
59.0,主管,離婚,專科,手機,87.0,2,93.444,-36.1,從未
44.0,藍領,已婚,小學,手機,720.0,2,93.444,-36.1,一次
58.0,退休,已婚,高中,手機,585.0,4,92.20100000000001,-31.4,從未
19.0,學生,單身,國中,手機,87.0,4,93.91799999999999,-42.7,一次
39.0,企業家,已婚,大學,手機,54.0,2,93.2,-42.0,偶爾
27.0,企業家,已婚,大學,手機,207.0,1,92.89299999999999,-46.2,頻繁
36.0,無業,離婚,高中,手機,166.0,2,93.2,-42.0,頻繁
36.0,主管,已婚,大學,市話,336.0,2,93.994,-36.4,偶爾
29.0,企業家,已婚,大學,手機,265.0,3,93.2,-42.0,一次
47.0,技術員,已婚,專科,市話,223.0,1,94.465,-41.8,從未
52.0,主管,已婚,高中,手機,57.0,5,93.2,-42.0,一次
51.0,經理,離婚,大學,市話,219.0,2,92.469,-33.6,一次
47.0,藍領,已婚,小學,手機,114.0,1,93.91799999999999,-42.7,偶爾
31.0,主管,單身,大學,手機,43.0,1,92.89299999999999,-46.2,一次
42.0,藍領,已婚,國中,手機,240.0,2,93.075,-47.1,偶爾
34.0,藍領,已婚,國中,市話,47.0,5,93.994,-36.4,偶爾
54.0,主管,已婚,高中,市話,45.0,1,93.994,-36.4,一次
32.0,服務業,已婚,高中,手機,220.0,1,93.91799999999999,-42.7,偶爾
62.0,服務業,已婚,高中,手機,154.0,5,94.76700000000001,-50.8,頻繁
47.0,技術員,離婚,高中,市話,147.0,1,93.91799999999999,-42.7,頻繁
59.0,服務業,離婚,高中,市話,231.0,1,93.994,-36.4,從未
31.0,技術員,已婚,高中,手機,124.0,3,93.444,-36.1,一次
40.0,技術員,單身,大學,手機,173.0,1,93.444,-36.1,一次
35.0,學生,單身,大學,市話,248.0,1,93.994,-36.4,偶爾
49.0,經理,已婚,大學,手機,87.0,1,93.444,-36.1,從未
43.0,藍領,已婚,小學,手機,249.0,2,92.89299999999999,-46.2,一次
29.0,技術員,已婚,大學,手機,210.0,1,92.649,-30.1,頻繁
34.0,企業家,已婚,專科,手機,73.0,3,93.444,-36.1,從未
33.0,主管,單身,大學,手機,43.0,13,93.444,-36.1,偶爾
48.0,主管,單身,高中,市話,214.0,2,93.91799999999999,-42.7,頻繁
57.0,服務業,離婚,高中,市話,53.0,2,94.465,-41.8,偶爾
39.0,藍領,單身,小學,手機,243.0,1,92.89299999999999,-46.2,一次
33.0,技術員,離婚,專科,手機,287.0,1,92.89299999999999,-46.2,偶爾
60.0,經理,已婚,專科,手機,241.0,4,93.91799999999999,-42.7,偶爾
40.0,企業家,已婚,國中,市話,109.0,2,93.994,-36.4,一次
40.0,技術員,單身,大學,市話,385.0,2,93.994,-36.4,頻繁
23.0,學生,單身,高中,手機,270.0,3,92.469,-33.6,從未
38.0,主管,已婚,高中,手機,82.0,1,92.431,-26.9,一次
42.0,技術員,離婚,專科,手機,93.0,2,93.075,-47.1,頻繁
33.0,藍領,已婚,專科,手機,119.0,2,92.89299999999999,-46.2,偶爾
29.0,服務業,單身,高中,市話,1018.0,3,94.465,-41.8,從未
34.0,主管,單身,大學,市話,35.0,32,94.465,-41.8,偶爾
31.0,藍領,已婚,國中,手機,164.0,1,92.89299999999999,-46.2,一次
39.0,主管,單身,大學,市話,229.0,1,93.369,-34.8,一次
47.0,主管,已婚,大學,手機,100.0,3,93.444,-36.1,頻繁
33.0,主管,已婚,大學,市話,28.0,2,93.444,-36.1,從未
34.0,技術員,已婚,大學,市話,184.0,2,93.994,-36.4,頻繁
54.0,經理,離婚,大學,市話,288.0,2,93.994,-36.4,頻繁
33.0,主管,已婚,高中,手機,254.0,1,93.91799999999999,-42.7,一次
52.0,主管,已婚,大學,手機,241.0,4,94.055,-39.8,從未
53.0,企業家,離婚,未知,市話,184.0,1,93.994,-36.4,頻繁
28.0,技術員,已婚,專科,市話,80.0,2,93.994,-36.4,一次
32.0,主管,單身,大學,手機,152.0,6,93.91799999999999,-42.7,一次
38.0,技術員,單身,高中,手機,183.0,1,93.075,-47.1,一次
36.0,主管,已婚,高中,市話,208.0,1,94.465,-41.8,偶爾
35.0,藍領,離婚,國中,市話,521.0,1,93.994,-36.4,一次
33.0,技術員,已婚,國中,手機,436.0,4,93.91799999999999,-42.7,偶爾
72.0,退休,已婚,國中,手機,189.0,3,92.431,-26.9,從未
30.0,技術員,已婚,專科,手機,392.0,1,93.444,-36.1,一次
29.0,經理,已婚,大學,市話,207.0,4,92.713,-33.0,一次
25.0,主管,單身,高中,手機,189.0,2,93.91799999999999,-42.7,一次
42.0,藍領,已婚,小學,市話,72.0,2,93.994,-36.4,偶爾
33.0,藍領,單身,高中,手機,278.0,2,92.84299999999999,-50.0,頻繁
53.0,自僱人士,已婚,大學,手機,300.0,2,93.444,-36.1,頻繁
47.0,主管,已婚,專科,手機,136.0,2,93.444,-36.1,偶爾
31.0,技術員,離婚,國中,市話,235.0,2,93.994,-36.4,偶爾
33.0,主管,離婚,高中,手機,271.0,3,93.444,-36.1,偶爾
24.0,藍領,單身,小學,手機,389.0,1,92.89299999999999,-46.2,頻繁
24.0,主管,單身,大學,手機,151.0,7,92.963,-40.8,頻繁
45.0,藍領,已婚,國中,市話,313.0,7,94.465,-41.8,頻繁
32.0,家管,已婚,大學,市話,52.0,1,94.465,-41.8,頻繁
26.0,藍領,已婚,國中,市話,49.0,1,94.465,-41.8,偶爾
40.0,自僱人士,已婚,高中,手機,353.0,2,93.91799999999999,-42.7,一次
25.0,主管,單身,大學,市話,84.0,1,92.20100000000001,-31.4,偶爾
50.0,主管,離婚,國中,市話,179.0,1,93.994,-36.4,頻繁
40.0,經理,已婚,大學,手機,90.0,2,93.91799999999999,-42.7,從未
36.0,主管,已婚,大學,市話,152.0,2,94.465,-41.8,一次
28.0,經理,單身,大學,手機,339.0,3,94.055,-39.8,一次
52.0,自僱人士,已婚,大學,市話,151.0,3,93.994,-36.4,偶爾
34.0,經理,單身,大學,市話,248.0,2,93.994,-36.4,一次
53.0,藍領,離婚,小學,市話,57.0,1,94.465,-41.8,頻繁
49.0,經理,離婚,大學,市話,289.0,2,93.994,-36.4,一次
43.0,藍領,單身,小學,市話,339.0,3,93.994,-36.4,頻繁
33.0,服務業,單身,高中,手機,189.0,2,92.431,-26.9,從未
35.0,藍領,已婚,國中,手機,214.0,2,92.89299999999999,-46.2,從未
22.0,技術員,單身,大學,手機,127.0,2,92.963,-40.8,從未
37.0,藍領,已婚,國中,市話,158.0,1,93.994,-36.4,頻繁
46.0,技術員,已婚,專科,市話,103.0,2,93.2,-42.0,從未
47.0,主管,離婚,專科,手機,104.0,1,93.2,-42.0,頻繁
48.0,服務業,已婚,高中,市話,17.0,18,93.994,-36.4,從未
31.0,技術員,已婚,高中,手機,232.0,1,93.2,-42.0,頻繁
25.0,服務業,單身,未知,手機,598.0,5,93.91799999999999,-42.7,偶爾
35.0,主管,離婚,高中,手機,406.0,2,92.89299999999999,-46.2,偶爾
52.0,服務業,已婚,高中,市話,145.0,5,93.994,-36.4,偶爾
43.0,主管,已婚,高中,手機,327.0,5,93.91799999999999,-42.7,頻繁
33.0,技術員,已婚,高中,手機,68.0,1,93.444,-36.1,一次
33.0,服務業,已婚,專科,市話,76.0,2,93.994,-36.4,從未
42.0,藍領,已婚,小學,手機,36.0,3,92.89299999999999,-46.2,從未
43.0,藍領,單身,國中,市話,354.0,21,94.465,-41.8,頻繁
39.0,技術員,離婚,專科,手機,80.0,2,93.444,-36.1,一次
35.0,藍領,已婚,小學,市話,45.0,1,93.994,-36.4,頻繁
